"id","site","job_url","job_url_direct","title","company","location","job_type","date_posted","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","company_industry","listing_type","emails","description","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"7ec27e74c51b08bf","indeed","https://www.indeed.com/viewjob?jk=7ec27e74c51b08bf","https://a002-oom03.nyc.gov/IRM/Handlers/Campaign/Attachments.ashx?attachmentId=2de69754-4109-4891-a9de-1dbc0e5c6d56","Special Counsel","City of New York","New York, NY, US","fulltime","2024-08-08","direct_data","yearly",90000.0,100000.0,"USD",False,"","","Government","","EEO@cityhall.nyc.gov","**Mayor’s Office of Appointments**

**Position**  

**Special Counsel**

**Job Number: 42424**

**The Agency You’ll Join**

The New York City Mayor’s Office is responsible for overseeing city services throughout the five


boroughs, coordinating public agencies and departments, and managing public property. New York


City Mayor Eric Adams is head of the executive branch of New York City's government. Previously,


Mayor Adams has served the people of New York City as an NYPD officer, state senator, and Brooklyn


borough president. The Adams’ administration is leading the fight to serve the people of the greatest


city in the world, ensuring delivery of efficient and effective services, working to make New York City’s


economy stronger, reducing inequality, improving public safety, and making the city more affordable


that meets the needs of all New Yorkers. We value leadership, transparency, fairness, and efficiency as


we actively seek diverse talents from various sectors to join our team. For current job opportunities


visit our careers page.


**The Team You’ll Work With**

Serving approximately 8.4 million people, the government of New York City addresses some of the


greatest urban challenges in the world. Within that government, the Mayor’s Office of Appointments


serves a critical role by providing talent recruitment and development support for the Administration’s


senior leadership. Additionally, MOA advises the Mayor choose candidates on the selection of


candidates on over 200 boards and commissions vital to the operation and growth of the city.


**The Problems You’ll Solve**

Reporting to the Senior Counsel & Director of Vetting of Mayor’s Office of Appointments (“MOA”), the
  

Special Counsel will be part of MOA’s team of lawyers, conducting vetting for all city-wide mayoral
  

appointments, and responding to MOA related legal inquiries.  

  



* **Vetting:** Conduct and manage vetting at all levels to assess candidates’ fitness to hold the

public trust.* **Communication:** Serve as an internal and external legal liaison, clearly, promptly, and cordially

communicating timelines and expectations with both MOA colleagues and outside
  

stakeholders.  



* **Legal Research:** Conduct and delegate legal research and produce memoranda on legal, policy,

and other topics related to the legal team’s work.
* **City Council Advice and Consent:** Collaborate with the Boards & Commissions team, Director,

Deputy Director, and other City Hall staff to guide candidates through the City Council advice
  

and consent process, including but not limited to: conducting research on salient issues
  

affecting the board, commission, or agency the candidate will serve on.
* **General:** Analyzing and interpreting laws, court decisions, legal authorities, and other legal

documents as needed. Ensuring compliance with conflict of interest and privacy rules.
  

Responding to legal inquiries from MOA staff. Drafting official Mayor’s Office letters and
  

correspondence.
**About You**

* A law degree from an ABA-accredited law school.
* Admission to or in the process of admission to the New York State Bar
* Minimum of two to three years of legal experience.
* Excellent communication, writing, analytical, and organizational skills.
* Flexibility to quickly shift work priorities to meet the demands of time-sensitive projects.
* Superb research skills with the ability to synthesize large amounts of information for

presentation to stakeholders and principals, including the Mayor.
* Strong problem-solving skills and attention to detail.
* Ability to develop and execute a strategic plan to meet goals without significant oversight.
* Ability to complete work independently with broadly defined work objectives and limited

review of overall results.
* Ability to exercise sound judgement and discretion and maintain the security of

confidential documentation.
* An understanding of New York City’s operational agencies and political environment is a plus
* You have experience working in a fast-paced environment.
* You are a great communicator (both written and verbally)
* You can interface effectively with professionals at all levels of the organization.
* You can work a flexible work schedule.

**Salary**

The City of New York Office of the Mayor’s compensation package includes a market competitive


salary, equity for all full-time roles and exceptional benefits. Our cash compensation range for this role


is **$90,000 to $100,000**.


Final offers may vary from the amount listed based on candidate experience and expertise, and other


factors.


**Apply Now!**

**Equal Opportunity | Diversity Equity & Inclusion Statement**

The Office of the Mayor is an is an inclusive equal opportunity employer committed to recruiting and


retaining a diverse workforce and providing a work environment that is free from discrimination and

  



  

harassment based upon any legally protected status or protected characteristic, including but not


limited to an individual's sex, race, color, ethnicity, national origin, age, religion, disability, sexual


orientation, veteran status, gender identity, or pregnancy.


The Adams Administration values diversity — in backgrounds and in experiences that is reflective of


the city it serves. Applicants of all backgrounds are strongly encouraged and welcome to apply.


If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable


accommodation if you are unable or limited in your ability to access job openings or apply for a job on


this site as a result of your disability. You can request reasonable accommodations by EEO at


EEO@cityhall.nyc.gov.


**New York City Residency Is Required Within 90 Days of Appointment**","https://www.indeed.com/cmp/City-of-New-York","https://www.nyc.gov","New York, NY","10,000+","","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e693a24919573ee397618043032dc41e","","Eric L. Adams",""
"33668f5643cd62fd","indeed","https://www.indeed.com/viewjob?jk=33668f5643cd62fd","http://www.indeed.com/job/hosthostess-33668f5643cd62fd","Host/Hostess","The Bar Room","New York, NY, US","fulltime","2024-08-08","direct_data","hourly",18.0,20.0,"USD",False,"","","","","","Overview  
We are seeking a friendly and organized Host/Host to join our team. As the first point of contact for our guests, you will play a crucial role in providing exceptional customer service and creating a positive dining experience.

Duties  
- Greet guests with a warm and welcoming demeanor  
- Seat guests and manage reservations  
- Provide menus  
- Manage waitlists and coordinate seating arrangements  
- Answer phone calls and take reservations  
- Assist in maintaining cleanliness in the dining area  
- Collaborate with servers to ensure efficient service

Skills  
- Experience in the restaurant or hospitality industry is preferred  
- Strong communication skills to interact with guests and team members effectively  
- Knowledge of POS systems, preferably Toast POS and Resy  
- Excellent customer service and guest relations skills  
- Ability to multitask in a fast-paced environment  
- Phone etiquette and professional demeanor

If you are passionate about delivering exceptional service and creating memorable dining experiences, we invite you to apply for the Host/Host position with us.

Job Type: Full-time

Pay: $18.57 - $20.11 per hour

Benefits:

* Employee discount
* Flexible schedule
* Health insurance

Physical Setting:

* Fast casual restaurant

Shift:

* Morning shift

Ability to Commute:

* New York, NY 10022 (Required)

Ability to Relocate:

* New York, NY 10022: Relocate before starting work (Required)

Work Location: In person","https://www.indeed.com/cmp/The-Bar-Room-3","","","","","","","","",""
"bff22a967d6cc524","indeed","https://www.indeed.com/viewjob?jk=bff22a967d6cc524","http://www.indeed.com/job/medical-assistant-cardiology-bff22a967d6cc524","Medical Assistant - Cardiology","St. Mary's General Hospital","Passaic, NJ, US","fulltime","2024-08-08","direct_data","yearly",35406.0,44832.0,"USD",False,"","","","","","Overview

Join an award-winning team of dedicated professionals committed to our core values of quality, compassion and community! St. Mary's General Medical Group is affiliated with St. Mary's General Hospital, one of the nation’s “100 Top Hospitals” and “A” rated for patient safety. We offer incredible opportunities to expand your horizons and be part of a community dedicated to making a difference.

Company is an equal employment opportunity employer. Company prohibits discrimination against any applicant or employee based on race, color, sex, sexual orientation, gender identity, religion, national origin, age (subject to applicable law), disability, military status, genetic information or any other basis protected by applicable federal, state, or local laws. The Company also prohibits harassment of applicants or employees based on any of these protected categories. Know Your Rights:

Responsibilities

Responsible for assisting physicians with patient care, clerical, environmental and organization tasks. Responsible for appointment scheduling and chart management. Provides Information to patients so they may fully utilize and benefit from the clinic services. Conveys a positive image of organization.

Qualifications

EDUCATION, EXPERIENCE, TRAINING

1. High School Diploma or Equivalent or relevant experience required for new hires effective April 2014.  
2. Medical Assistant Certification.  
3. Current BLS (AHA) certificate upon hire and maintain current  
4. Minimum one year work experience in public contact job.  
5. Work experience in health care preferred.

6. EKG Certification Required

7. Phlebotomy Certification Required

Job Type: Full-time

Benefits:

* 401(k)
* 401(k) matching
* Dental insurance
* Health insurance
* Life insurance
* Paid time off
* Vision insurance

Medical Specialty:

* Bariatrics
* Cardiology
* Surgery

Schedule:

* 8 hour shift
* Day shift

Ability to Commute:

* Passaic, NJ 07055 (Required)

Ability to Relocate:

* Passaic, NJ 07055: Relocate before starting work (Required)

Work Location: In person","https://www.indeed.com/cmp/St.-Mary's-General-Hospital","https://www.smgh.ca","Kitchener","2 to 10","$100M to $500M (USD)","","","","",""
"b5aeb9921e23b327","indeed","https://www.indeed.com/viewjob?jk=b5aeb9921e23b327","http://www.indeed.com/job/chiropractor-b5aeb9921e23b327","Chiropractor","BetterU Family Chiropractic","Teterboro, NJ, US","parttime","2024-08-08","","daily","","","USD",False,"","","","","","Monday 10a-6p

Our **Better U Family Team** is one of a kind!

We take a lot of pride in our customer service. We treat our members and team like family!

To join our team, *Chiropractor* must be:

* **Flexible**
* **Detailed-oriented**
* **Punctual**
* **Communicative**
* **Team Player**
* **Friendly**
* **Responsible**
* **Driven**

Hope to hear from U!

Job Type: Part-time

Pay: $400.00 per day

Schedule:

* 8 hour shift
* Day shift

License/Certification:

* NJ Chiropractic License (Required)

Work Location: In person","https://www.indeed.com/cmp/Betteru-Family-Chiropractic","","","","","","","","",""
"92ffba2af2b7de6a","indeed","https://www.indeed.com/viewjob?jk=92ffba2af2b7de6a","https://recruiting.ultipro.com/INS1020ICLI/JobBoard/e9acfd27-fb5e-441c-8e5d-9f6746da7afc/OpportunityDetail?opportunityId=0a2cbeca-6956-46a7-ace3-d20bcb0f5482&postingId=c123e991-c760-4296-abd6-bec5709b9d32","Care Coordinator-HH536520","ICL","Brooklyn, NY, US","fulltime","2024-08-08","","yearly","","","USD",False,"","","","","","**NOTE: All applicants must comply with ICL/NYC’s vaccination policy. Individuals selected for employment cannot begin working until they provide verification that they are fully vaccinated against COVID-19 (with an FDA-authorized vaccine). Individuals approved for exemption must submit weekly PCR test results.**


**JOB SUMMARY:**



The Care Coordinator functions as a member of an interdisciplinary team to provide care coordination to a caseload of severely mentally ill adults with multiple medical comorbidities and/or co-occurring substance abuse disorders and/or medically ill individuals. Advocates for and supports the client, engages with community agencies/health care providers and others on his behalf to ensure access to services needed to increase wellness self-management and reduce emergency room visits and/ or hospitalizations. Provides clinical support to the Team by providing consultation, education, information around psychosocial and/or substance abuse conditions, interventions, resources to maintain focus on outcomes and best practices.


**ESSENTIAL JOB FUNCTION: List all essential job duties. (To perform this job successfully, an individual must be able to perform each essential duty listed satisfactorily with or without a reasonable accommodation. Reasonable accommodations may be made to enable qualified individuals with a disability to perform the essential duties unless this causes undue hardship to the agency.)**

* Conducts initial and ongoing assessments of assigned clients to document strengths, needs, goals, and resources.
* Participates in the development/documentation /review and update of client centered comprehensive integrated, interdisciplinary care plan in consultation with other team members to ensure focus on desired outcomes.
* Maintains effective communications with clients, primary care physicians, substance abuse, and mental healthcare providers, family, collateral resources and other Agency staff on behalf of clients.
* Maintains documents, records, statistics, and other related reports in an organized, timely, and accurate manner as per policy and procedure.
* Coordinates care planning with other providers of services/ resources to ensure goal directed, collaborative care, including care transitions.
* Works as part of a Care Coordination team; attends and participates in team meetings to provide input/feedback around psychosocial and medical conditions conditions/comorbidities to review client status, update plans and goals, review outcomes to further program goals.
* Acts as a resources/consultant to all team members on psychosocial, medical and/or substance abuse issues and resources.
* Provides telephonic as well as face-to-face outreach, engagement, and service planning in the field.
* Acts as a linkage to community services including medical, behavioral, residential, entitlement and any other needed services per interdisciplinary care plan.
* Monitors overall service delivery to clients to ensure coordination and continuity; advocates with service providers/resources as needed.
* Provides crisis intervention and follow-up.
* May be assigned other tasks and duties reasonably related to the job responsibilities.
* And other duties as may be assigned


**ESSENTIAL KNOWLEDGE, SKILLS AND ABILITIES:**


* Working knowledge of computer software and electronic health record systems
* Demonstrated competency in written, verbal, and computational skills to present and document records in accordance with program standards.
* Experienced in and demonstrated comprehensive understanding and working knowledge of the interdisciplinary planning process and the developmental treatment model.
* Knowledge of Medicaid, Social Security and other entitlements preferred.
* Excellent interpersonal skills required.
* You must have the ability and willingness to regularly travel, in some instances with clients in Agency vehicles, to many locations using various modes of reliable and safe transportation


**TRAINING REQUIREMENTS**


* Specific training for the designated assessment tool(s), the array of services and supports available, and the client-centered service planning Training in assessment of individuals whose condition may trigger a need for HCBS and supports, and an ongoing knowledge of current best practices to improve health and quality of life.
* Mandated training on the New York State Community Mental Health Assessment instrument and additional required training.

  


**QUALIFICATIONS AND EXPERIENCE:**



* A bachelor’s degree in one of the fields listed below1; or


* A NYS teacher’s certificate for which a bachelor’s degree is required; or


* NYS licensure and registration as a Registered Nurse and a bachelor’s degree; or


* A Bachelor’s level education or higher in any field with five years of experience working directly with persons with behavioral health diagnoses; or


* A Credentialed Alcoholism and Substance Abuse Counselor (CASAC).



1 Qualifying education includes degrees featuring a major or concentration in social work, psychology, nursing, rehabilitation, education, occupational therapy, physical therapy, recreation or recreation therapy, counseling, community mental health, child and family studies, sociology, speech and hearing or other human services field


**AND two years of experience:**



* In providing direct services to people with Serious Mental Illness, developmental disabilities, or substance use disorders; or


* In linking individuals with Serious Mental Illness, developmental disabilities, or substance use disorders to a broad range of services essential to successful living in a community setting (e.g. medical, psychiatric, social, educational, legal, housing and financial services).



**A master’s degree in one of the qualifying educatio****n** **fields** **may be substituted for one year of experience**.","https://www.indeed.com/cmp/Icl-933d024a","http://iclinc.org","New York, NY","Decline to state","Decline to state","ICL, an award-winning not-for-profit, human service agency based in New York","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/01c306aecfb3535bbfe751e8910268de","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/ab2f63bb22a03bc8c714a66deeb1540b","Jody Rudin","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/a35c888858c6f82ba38e8cb37f617c1c"
"e7deae0700bde49b","indeed","https://www.indeed.com/viewjob?jk=e7deae0700bde49b","http://www.indeed.com/job/clinician-e7deae0700bde49b","Clinician","NewBridge Services, Inc.","Haskell, NJ, US","fulltime","2024-08-08","direct_data","yearly",50000.0,60000.0,"USD",True,"","","","","","Full-time Clinician (40 hours/week) with LCSW to provide direct services for children, adolescents, and adults in need of individual, group, couples, or family counseling. Include intake assessments scheduled by Access Department, treatment planning, and emphasis on short-term evidence based models. Up to 12 hours per week available to work remote

***About NewBridge***

*Founded in 1963, NewBridge Services, Inc. is a nonprofit community organization providing innovative programs and education services in five program areas: mental health, substance abuse, housing, children’s needs and senior citizen assistance. Whether guiding people as they cope with stress, grief, or substance abuse, or providing advice to those with parenting, relationship or caregiving challenges, NewBridge helps people bring balance to their lives.*

***NewBridge Services, Inc. is an Equal Opportunity Employer: All qualified applicants will receive consideration for employment without regard to age, race, creed, color, religion, nationality, national origin, ethnic background, ancestry, marital status, sex (including pregnancy, gender identity or expression, and affectional or sexual orientation), disability or handicap, or veteran status.***

Job Type: Full-time

Pay: $50,000.00 - $60,000.00 per year

Benefits:

* Dental insurance
* Health insurance
* Life insurance
* Paid time off
* Parental leave
* Retirement plan
* Tuition reimbursement
* Vision insurance

Schedule:

* Monday to Friday

Education:

* Master's (Required)

License/Certification:

* LCSW license (Preferred)

Work Location: Hybrid remote in Haskell, NJ 07420","https://www.indeed.com/cmp/Newbridge-Services,-Inc.-2","","","","","","","","",""
"6c673447c6179292","indeed","https://www.indeed.com/viewjob?jk=6c673447c6179292","https://prosmile.applytojob.com/apply/ErPAbtrCSg/Treatment-Plan-Coordinator?source=INDE&~","Treatment Plan Coordinator","ProSmile","Irvington, NJ, US","fulltime","2024-08-08","","hourly","","","USD",False,"","","","","","**Job Title:** Treatment Plan Coordinator  

**Department/Location:** Operations/Dental Health Associates of Irvington  

**Reports to:** Office Manager  

**FLSA Status:** Non-Exempt

**Company Overview**


Dental Health Associates of Irvington is an affiliate of ProSmile, the fastest growing dental organization on the East Coast and has the largest network of affiliated multi-specialty dental practices in New Jersey, with an expanding footprint in District of Columbia, Pennsylvania, and Maryland. Our premier DSO is led by world class dentists who understand what highly skilled dentists and dental professionals need to grow a practice while focusing on delivering the best-in-class clinical care to their patients. We offer up-to-date equipment and technology, experienced and friendly staff, and dentists who truly care about their patients. Our Dental Assistant with X-Ray position offers a competitive compensation and when applicable benefits package that includes medical, dental, vision, 401(k), training and career development, license advancement assistance, and more!  

  

**Position Summary**  

ProSmile is seeking to hire a Treatment Plan Coordinator who is customer focused,  

compassionate, and dedicated to facilitating solutions to patient’s dental health needs. This Treatment Plan Coordinator will work in a growing practice with a great team that makes coming to work engaging and supportive. We offer training to those who are looking for a career with growth potential and the opportunity to fulfill our mission to provide quality affordable dental care to our patients.  

  

**Duties and Responsibilities**

* Internalize the role of patient concierge, build trust by demonstrating the attitude of care and service
* Make welcome calls to all new patients, answer initial questions, set and manage expectations for the first visit
* Proactively receive patients on their first visit, assist with new patient paperwork and welcome packets, and ensure smooth patient flow throughout the visit
* Present and explain all treatment plans involving out of pocket costs to patients
* Continuously assist patients in offering (payment plans including) Care Credit payment options. Ensure effective communication when explaining financial options. Take ownership for all treatment, payment, and appointment related needs and inquiries from patients in person and over the phone
* Check patients in and out, schedule and confirm patient appointments, and handle patient paperwork including patient charts, referrals, appointment cards, and welcome packets, etc.
* Maintain control of all patient payments and insurance statements; reinforce the office financial policy and ensure payments are current.
* Preparing financial treatment plans and presenting to patient. Coordinate financial arrangements with the patients offering payment options
* Assist in identifying, alerting front desk, and collecting previous balances and current copays
* Performs miscellaneous job-related as assigned

**Qualifications:*** Excellent written and oral communication skills
* Computer competent and ability to work a multi-line phone system

**Knowledge and Skills/Expected Competencies*** Professional and compassionate demeanor
* Enthusiastic and outgoing personality
* Willingness to go above and beyond to ensure patient satisfaction

**Physical/Mental Demands and Work Environment**  

The physical demands described are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  

  

While performing the duties of this job, the employee is regularly required to stand, walk and use hands and arms to operate general office equipment *(PC, telephone, file cabinets, copier, fax machine and printer).* The employee may occasionally lift and/or move between 10 and 25 pounds. Specific vision abilities required by this job include close vision and ability to adjust focus. The employee may need to travel to healthcare practices.  

  

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. The noise level in the work environment is usually low to moderate.  

  

*The Company reserves the right to modify the job description based upon its needs and may require the employee to perform functions beyond those mentioned above. Neither this job description nor any other communication creates an employment contract between the Company and the employee.*  

  

**Equal Employment**  

Our culture encourages individual development, embraces an inclusive environment, rewards innovative excellence, and leads in provider and patient satisfaction. ProSmile valuesdiversity, inclusion, and equity as matters offairness and effectiveness*.* We are committed to hiring and retaining a staff that reflects the diversity of the communities we serve, fostering an inclusive working environment where staff of all backgrounds feel welcomed and engaged*.*  

ProSmile is an Equal Opportunity Employer and encourages applications from individuals underrepresented in the medical sector, including people of color, and persons with non-traditional work and educational experience. All who believe they meet the stated qualifications are invited to apply.  

  

**Company Safety**  

We believe that the best care for our patients starts with the best care for our employees. ProSmile is committed to proactively creating and maintaining an environment that is safe for our team and patients. Employees are required to wear Personal Protective Equipment (PPE) including face masks, gloves, gowns, and more as needed and in accordance with CDC standards.




ErPAbtrCSg","https://www.indeed.com/cmp/Prosmile-3","https://www.prosmile.com/","Toms River, NJ","1,001 to 5,000","$100M to $500M (USD)","It begins in 1998 when Allied Dental formed bringing together multiple dentist offices in New Jersey. By 2017, Allied Dental expanded into Maryland and Pennsylvania.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/546ba97eec7b8fe6339a6e736a3dfcb8","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/6c5fa74dd183db1bb760aef92d1e1b4b","Hugh Carey II","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/574d3d38680f66411fb6dfa789d5f427"
"15065934bd7e2ea1","indeed","https://www.indeed.com/viewjob?jk=15065934bd7e2ea1","https://prosmile.applytojob.com/apply/KyWNXILYVG/Pediatric-Dentist?source=INDE&~","Pediatric Dentist","ProSmile","Township of Hamilton, NJ, US","parttime, fulltime","2024-08-08","direct_data","yearly",259714.0,328856.0,"USD",False,"","","","","","We are Dental Practices devoted to providing patients with the personal attention and gentle care that they deserve. We are committed to providing employees a collaborative work environment with ongoing mentorship and training opportunities for their personal and professional growth. Our offices see a high volume of patients day-to-day and will require a candidate to be a quick learner and have an upbeat personality! If you're enthusiastic about your dental work, are willing to provide the highest level of care at all times, define yourself as a personable, organized, and a dynamic team player, you're a perfect fit for our team!

**Our Offices are:**

* Fun places to work where interdisciplinary teams come together every day to help realize our mission to eradicate tooth decay among children and adults to promote better comprehensive oral health and habits in every community that we serve
* Beautifully designed for the ideal patient experience with state-of-the art technology, including digital x-rays, fully digital charts, nitrous oxide, Isodry, and the latest in dental materials
* Staffed with highly trained auxiliary teams (dental assistants, hygienists, call center and administrative associates)

**Our Associate Pediatric Dentists can expect:**

* Great emphasis on treatment planning and practice philosophy based on Dental Quality Alliance and Institute of Medicine principles of optimal dental care
* Opportunities to treat a socioeconomically diverse patient population. We highly value access to care and accept most insurances
* Practicing at a comfortable pace while learning to work efficiently and effectively with a flexible schedule that allows 8hr.and 10 hr. shifts with weekday/weekend/evening cycles and Operating Room rotations (for qualified Doctors); being part of a team of Dr’s allows for more flexible holiday scheduling
* Opportunities for In-House Continuing Education Laser Dental / Soft Tissue Surgery, Prefabricated Zirconia Crowns, Practice Management, Implants, Invisalign, and more
* We offer: competitive salary and benefits, opportunities to enroll in our Quality of Care Bonus program, and partnership opportunities.

**We are looking for an exceptional Associate Pediatric Dentist to join our group. The day to day clinical duties of an Associate Pediatric Dentist include the following:**

* Work with clinical staff to provide quality patient treatments
* Ensure work area is maintained safe, clean, and organized
* Follow standard dentistry procedures and comply with company policies
* Refer patients to appropriate specialists when needed
* Stay abreast with latest developments and techniques in the dental field
* Work with office staff in managing patient appointments and schedules to achieve productivity goals
* Exuding excellent interpersonal skills to maintain effective rapport with patients, Dentists, office managers, and other staff members is imperative

**Associate Pediatric Dentist Benefits:**

* We provide above industry standards for Personal Protective Equipment (PPE)
* We provide Isodry for all of our Dentists
* Guaranteed schedule of patients
* Dedicated Dental Assistant working alongside you
* Competitive Pay
* Opportunities for growth
* Fun and collaborative environment
* Continuing education
* Flexible schedule and more!

**Associate Pediatric Dentist Qualifications:**

* DDS/DMD licensed and currently in New Jersey
* Pediatric Dentistry Specialty license




KyWNXILYVG","https://www.indeed.com/cmp/Prosmile-3","https://www.prosmile.com/","Toms River, NJ","1,001 to 5,000","$100M to $500M (USD)","It begins in 1998 when Allied Dental formed bringing together multiple dentist offices in New Jersey. By 2017, Allied Dental expanded into Maryland and Pennsylvania.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/546ba97eec7b8fe6339a6e736a3dfcb8","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/6c5fa74dd183db1bb760aef92d1e1b4b","Hugh Carey II","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/574d3d38680f66411fb6dfa789d5f427"
"fc40d89a7a8dd4f1","indeed","https://www.indeed.com/viewjob?jk=fc40d89a7a8dd4f1","http://www.indeed.com/job/educational-director-fc40d89a7a8dd4f1","Educational Director","Day Care Center in Queens","Oakland Gardens, NY, US","fulltime","2024-08-08","direct_data","hourly",25.0,35.0,"USD",False,"","","","","","**Job Title: Edcational Director**

**Location**: Bayside, NY

**Hours: 8:00AM-3:30PM** Monday — Friday

***You will receive a $500 bonus after working at our school for over 3 months!***

We are seeking an energetic and creative educator to join our team as an Educational Director.

The goal of our director is to provide a fun, nurturing, safe, and loving environment for our children to learn and grow.

To this end the specific responsibilities included, but are not limited to the following:

Responsibilities Include:

· Participating in planning and implementing developmentally appropriate curriculum that is aligned with the NYC DOE Common Core guidelines.

· Effective communication with families and Classroom teachers

· The ability to work well in a team setting and work respectfully and cooperatively with school staff.

· Directly supervises children at all times and treats each child with dignity and respect, recognizing the cultural and social-economic diversity of the population.

· Check teachers weekly lesson plans and monthly newsletter

· Familiar with Word document and Power Point

- Communicate with parents for visiting, touring, and explanation of school policy (proper training provided)

Qualifications

· New York State Teacher Certification in Early Childhood (Birth - 2nd Grade) or Childhood (1st Grade - 6th Grade)

· Experience teaching Pre-K in an Early Childhood program a plus

· Experience with NYC DOE

Job Type: Full-time

Job Type: Full-time

Pay: $25.00 - $35.00 per hour

Benefits:

* 401(k)
* 401(k) matching
* Childcare
* Employee discount
* Flexible schedule
* Health insurance
* Paid time off
* Parental leave
* Professional development assistance
* Retirement plan
* Tuition reimbursement

Schedule:

* 8 hour shift

Work Location: In person","https://www.indeed.com/cmp/Day-Care-Center-in-Queens","","","","","","","","",""
"4f5ce8f1dfe278a3","indeed","https://www.indeed.com/viewjob?jk=4f5ce8f1dfe278a3","http://www.indeed.com/job/high-school-ela-teacher-2024-2025-4f5ce8f1dfe278a3","High School ELA Teacher (2024-2025)","Renaissance Charter School 2","Elmhurst, NY, US","fulltime","2024-08-08","direct_data","yearly",64000.0,91000.0,"USD",False,"","","","","","**About us**

Renaissance Charter School 2 is a new charter high school in Elmhurst, NY. We are professional, agile, innovative and our goal is to identify a passionate and experienced ELA teacher to join our team as a founding 10th Grade Teacher. This is an exciting opportunity to join a growing school and help shape our curriculum and instructional approach from the ground up.

Renaissance is based on the conviction that a change in the destiny of a single individual can lead to a change in the destiny of a community, nation, and ultimately humankind. Its mission as a PK-12 school is to foster educated, responsible, humanistic young leaders who will through their own personal growth spark a renaissance in New York. Its graduates will be global citizens with an abiding respect for peace, human rights, the environment, and sustainable development.

We're looking for an enthusiastic, dedicated and compassionate educator to join our founding team of high school teachers. The successful candidate will be responsible for teaching 10th grade English classes and participates in building a meaningful school community. The ideal candidate for this position has a background in education, has exceptional communication skills, and a passion for helping others.

**Responsibilities:**

* Develop and implement high-quality ELA curriculum for 10th grade students
* Plan and deliver engaging and rigorous lessons that align with Common Core State Standards and school-wide goals
* Use data to inform instructional decisions and personalize learning for individual students
* Create a positive and inclusive classroom culture that supports student learning and growth
* Provide timely and constructive feedback to students on their progress and performance
* Collaborate with other teachers, staff, and parents to support student success and overall school culture
* Participate in professional development opportunities to enhance teaching skills and stay up-to-date on best practices

**Requirements:**

* Commitment for onboarding and attending PD last two weeks in August 2024
* Bachelor's degree in education, English, or related field; Master's degree preferred
* Valid New York State teaching certification in ELA for grades 9-12
* Relevant years of teaching experience, preferably in an urban setting
* Understanding of Common Core State Standards and evidence-based instructional practices
* Experience using data to inform instructional decisions and personalize learning for students
* Excellent interpersonal and communication skills, including the ability to collaborate effectively with colleagues, parents, and students
* Demonstrated commitment to equity and inclusion and a belief in the potential of all students

**Salary and Benefits:**

Salary for this position will be commensurate with experience and qualifications. We offer a competitive benefits package, including health, dental, and vision insurance, retirement benefits, and opportunities for professional development and advancement.

**To Apply:**

Please submit a cover letter and resume via Indeed. In your cover letter, please explain your experience teaching ELA high school students, your philosophy of education, and why we should hire you. We look forward to hearing from you!

Job Type: Full-time

Pay: $64,000.00 - $91,000.00 per year

Benefits:

* 401(k)
* Dental insurance
* Employee assistance program
* Flexible schedule
* Flexible spending account
* Health insurance
* Health savings account
* Life insurance
* Paid time off
* Parental leave
* Professional development assistance
* Retirement plan
* Tuition reimbursement
* Vision insurance

Schedule:

* Monday to Friday

Application Question(s):

* Are you fluent in Spanish?

Experience:

* formal education: 1 year (Preferred)

Language:

* English (Required)

License/Certification:

* Teaching Certification (Required)

Work Location: In person","https://www.indeed.com/cmp/Renaissance-Charter-School-2-1","https://rencharters.org/","","","","","","","",""
